Authors,Title,Publication,Volume,Number,Pages,Year,Publisher,Link,Github
"Van Der Meer, Tommaso; Garulli, Andrea; Giannitrapani, Antonio; Quartullo, Renato; ",A Comparative Study of Human Motion Models in Reinforcement Learning Algorithms for Social Robot Navigation,ACM Transactions on Human-Robot Interaction,,,,2025,"ACM New York, NY",https://doi.org/10.1145/3746463,https://github.com/TommasoVandermeer/Social-Navigation-PyEnvs
